director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,description
Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,White House Down,White House Down Channing Tatum Jake Weber Matt Craven Action Drama Thriller
Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,Mars Needs Moms,Mars Needs Moms Elisabeth Harnois Dan Fogler Tom Everett Scott Action Adventure Animation Comedy Family Sci-Fi
David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,Flushed Away,Flushed Away Hugh Jackman Kate Winslet David Suchet Adventure Animation Comedy Family
Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,Mr. Peabody & Sherman,Mr. Peabody & Sherman Ty Burrell Zach Callison Karan Brar Adventure Animation Comedy Family Sci-Fi
Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,Troy,Troy Brad Pitt Orlando Bloom Julian Glover Adventure
Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted Jada Pinkett Smith Martin Short Cedric the Entertainer Adventure Animation Comedy Family
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,Die Another Day,Die Another Day Toby Stephens Colin Salmon Rick Yune Action Adventure Thriller
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,Armageddon,Armageddon Bruce Willis Steve Buscemi Will Patton Action Adventure Sci-Fi Thriller
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Men in Black II,Men in Black II Will Smith Rosario Dawson Rip Torn Action Adventure Comedy Family Fantasy Mystery Sci-Fi
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,Beowulf,Beowulf Robin Wright Anthony Hopkins Sebastian Roché Action Adventure Animation Fantasy
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,Kung Fu Panda 3,Kung Fu Panda 3 J.K. Simmons Angelina Jolie Pitt Wayne Knight Action Adventure Animation Comedy Family
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol Tom Cruise Jeremy Renner Michael Nyqvist Action Adventure Thriller
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,Rise of the Guardians,Rise of the Guardians Hugh Jackman Kamil McFadden Khamani Griffin Adventure Animation Family Fantasy
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,Fun with Dick and Jane,Fun with Dick and Jane John Michael Higgins Richard Burgi David Herman Comedy Crime
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,The Last Samurai,The Last Samurai Tom Cruise Tony Goldwyn Chad Lindberg Action Drama History War
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,Star Trek,Star Trek Chris Hemsworth Leonard Nimoy Bruce Greenwood Action Adventure Sci-Fi
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,Spider-Man,Spider-Man J.K. Simmons James Franco Kirsten Dunst Action Adventure Fantasy Romance
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,How to Train Your Dragon 2,How to Train Your Dragon 2 Gerard Butler Djimon Hounsou America Ferrera Action Adventure Animation Comedy Family Fantasy
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,Gods of Egypt,Gods of Egypt Gerard Butler Elodie Yung Bryan Brown Action Adventure Fantasy
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,Stealth,Stealth Sam Shepard Joe Morton Richard Roxburgh Action Adventure Sci-Fi Thriller
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,Watchmen,Watchmen Matt Frewer Billy Crudup Stephen McHattie Action Drama Mystery Sci-Fi
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,Lethal Weapon 4,Lethal Weapon 4 Jet Li Rene Russo Darlene Love Action Crime Thriller
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,Hulk,Hulk Kevin Rankin Regi Davis Celia Weston Action Sci-Fi
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,G.I. Joe: Retaliation,G.I. Joe: Retaliation Channing Tatum Dwayne Johnson Elodie Yung Action Adventure Sci-Fi Thriller
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within Steve Buscemi Ming-Na Wen Jean Simmons Action Adventure Animation Fantasy Romance Sci-Fi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,Captain America: The First Avenger,Captain America: The First Avenger Chris Evans Dominic Cooper Hayley Atwell Action Adventure Sci-Fi
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,The World Is Not Enough,The World Is Not Enough Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Action Adventure Thriller
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World James D'Arcy Lee Ingleby David Threlfall Action Adventure Drama History War
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,Happy Feet 2,Happy Feet 2 Robin Williams Brad Pitt Common Animation Comedy Family Musical
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,The Incredible Hulk,The Incredible Hulk Ty Burrell Peter Mensah William Hurt Action Adventure Sci-Fi
unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,Miami Vice            ,Miami Vice             Don Johnson Philip Michael Thomas John Diehl Action Crime Drama Mystery Thriller
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,The BFG,The BFG Mark Rylance Penelope Wilton Rafe Spall Adventure Family Fantasy
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,The Revenant,The Revenant Leonardo DiCaprio Tom Hardy Lukas Haas Adventure Drama Thriller Western
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,Turbo,Turbo Ryan Reynolds Snoop Dogg Ben Schwartz Adventure Animation Comedy Family Sport
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,Rango,Rango Johnny Depp Ray Winstone Stephen Root Adventure Animation Comedy Family Western
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,Penguins of Madagascar,Penguins of Madagascar Benedict Cumberbatch Annet Mahendru Andy Richter Adventure Animation Comedy Family
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,The Bourne Ultimatum,The Bourne Ultimatum Matt Damon Edgar Ramírez Albert Finney Action Mystery Thriller
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,Kung Fu Panda,Kung Fu Panda Angelina Jolie Pitt Wayne Knight Dan Fogler Action Adventure Animation Comedy Family
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,Ant-Man,Ant-Man Judy Greer Hayley Atwell T.I. Action Adventure Comedy Sci-Fi
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Adventure Sci-Fi Thriller
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2 Robert Pattinson Kristen Stewart Taylor Lautner Adventure Drama Fantasy Romance
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,War of the Worlds,War of the Worlds Tom Cruise Lisa Ann Walter Rick Gonzalez Adventure Sci-Fi Thriller
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,Bad Boys II,Bad Boys II Will Smith Henry Rollins Jordi Mollà Action Comedy Crime Thriller
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,Puss in Boots,Puss in Boots Salma Hayek Constance Marie Amy Sedaris Action Adventure Animation Comedy Family Fantasy
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,Salt,Salt Angelina Jolie Pitt Andre Braugher August Diehl Action Crime Mystery Thriller
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,Noah,Noah Anthony Hopkins Emma Watson Logan Lerman Action Adventure Drama
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,The Adventures of Tintin,The Adventures of Tintin Toby Jones Mackenzie Crook Tony Curran Action Adventure Family Mystery
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban Daniel Radcliffe Gary Oldman Rupert Grint Adventure Family Fantasy Mystery
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,Australia,Australia Essie Davis Bryan Brown Eddie Baroo Adventure Drama Romance War
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,After Earth,After Earth Will Smith Zoë Kravitz Glenn Morshower Action Adventure Sci-Fi
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,Dinosaur,Dinosaur Alfre Woodard D.B. Sweeney Della Reese Adventure Animation Family Thriller
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,Harry Potter and the Deathly Hallows: Part II,Harry Potter and the Deathly Hallows: Part II Rupert Grint Dave Legeno Ralph Ineson Action Fantasy
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb Robin Williams Rami Malek Steve Coogan Adventure Comedy Family Fantasy
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,Megamind,Megamind J.K. Simmons Brad Pitt Will Ferrell Action Animation Comedy Family Sci-Fi
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone Daniel Radcliffe Fiona Shaw Verne Troyer Adventure Family Fantasy
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,R.I.P.D.,R.I.P.D. Ryan Reynolds Jeff Bridges Stephanie Szostak Action Comedy Fantasy
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,Godzilla Resurgence,Godzilla Resurgence Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Action Adventure Drama Horror Sci-Fi
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl Johnny Depp Orlando Bloom Jack Davenport Action Adventure Fantasy
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,Harry Potter and the Deathly Hallows: Part I,Harry Potter and the Deathly Hallows: Part I Rupert Grint Toby Jones Alfred Enoch Fantasy
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1 Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Adventure Sci-Fi Thriller
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,The Da Vinci Code,The Da Vinci Code Tom Hanks Seth Gabel Jürgen Prochnow Mystery Thriller
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,Rio 2,Rio 2 Miguel Ferrer Rachel Crow Jeffrey Garcia Adventure Animation Comedy Family Musical
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,X-Men 2,X-Men 2 Hugh Jackman Bruce Davison Aaron Stanford Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,Fast Five,Fast Five Paul Walker Vin Diesel Dwayne Johnson Action Crime Thriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows Robert Downey Jr. Eddie Marsan Paul Anderson Action Adventure Crime Mystery Thriller
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,The 13th Warrior,The 13th Warrior Tony Curran Vladimir Kulich Clive Russell Action Adventure History
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,The Bourne Legacy,The Bourne Legacy Jeremy Renner Scott Glenn Stacy Keach Action Adventure Thriller
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,Batman & Robin,Batman & Robin Michael Gough Vivica A. Fox John Glover Action
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,How the Grinch Stole Christmas,How the Grinch Stole Christmas Clint Howard T.J. Thyne Molly Shannon Comedy Family Fantasy
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,The Day After Tomorrow,The Day After Tomorrow Jake Gyllenhaal Dennis Quaid Sela Ward Action Adventure Sci-Fi Thriller
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,Mission: Impossible II,Mission: Impossible II Tom Cruise Dougray Scott Richard Roxburgh Action Adventure Thriller
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,The Perfect Storm,The Perfect Storm Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Action Adventure Drama Thriller
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,Fantastic 4: Rise of the Silver Surfer,Fantastic 4: Rise of the Silver Surfer Chris Evans Ioan Gruffudd Andre Braugher Action Adventure Sci-Fi Thriller
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,Life of Pi,Life of Pi Suraj Sharma Rafe Spall Tabu Adventure Drama Fantasy
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,Ghost Rider,Ghost Rider Nicolas Cage Matt Long Peter Fonda Action Fantasy Thriller
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,Jason Bourne,Jason Bourne Matt Damon Riz Ahmed Ato Essandoh Action Thriller
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle Demi Moore Bernie Mac Justin Theroux Action Adventure Comedy Crime
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,Prometheus,Prometheus Michael Fassbender Charlize Theron Sean Harris Adventure Mystery Sci-Fi
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,Stuart Little 2,Stuart Little 2 Nathan Lane Brad Garrett Melanie Griffith Adventure Animation Comedy Family Fantasy
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,Elysium,Elysium Matt Damon Sharlto Copley Alice Braga Action Drama Sci-Fi Thriller
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,The Chronicles of Riddick,The Chronicles of Riddick Vin Diesel Alexa Davalos Christina Cox Action Adventure Sci-Fi Thriller
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,Speed Racer,Speed Racer Scott Porter Kick Gurry Nicholas Elia Action Family Sport
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,How Do You Know,How Do You Know Shelley Conn Domenick Lombardozzi Teyonah Parris Comedy Drama Romance
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,Knight and Day,Knight and Day Tom Cruise Marc Blucas Jordi Mollà Action Comedy Romance
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,Oblivion,Oblivion Morgan Freeman Tom Cruise Zoë Bell Action Adventure Mystery Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith Natalie Portman Christopher Lee Hayden Christensen Action Adventure Fantasy Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones Natalie Portman Christopher Lee Hayden Christensen Action Adventure Fantasy Sci-Fi
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"Monsters, Inc.","Monsters, Inc. Steve Buscemi John Ratzenberger James Coburn Adventure Animation Comedy Family Fantasy"
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,The Wolverine,The Wolverine Hugh Jackman Tao Okamoto Rila Fukushima Action Adventure Sci-Fi Thriller
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace Natalie Portman Liam Neeson Ian McDiarmid Action Adventure Fantasy Sci-Fi
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,The Croods,The Croods Ryan Reynolds Emma Stone Nicolas Cage Adventure Animation Comedy Family Fantasy
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,Asterix at the Olympic Games,Asterix at the Olympic Games Alain Delon Santiago Segura Vanessa Hessler Adventure Comedy Family Fantasy
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,Windtalkers,Windtalkers Nicolas Cage Roger Willie Noah Emmerich Action Drama War
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,The Huntsman: Winter's War,The Huntsman: Winter's War Chris Hemsworth Sam Claflin Charlize Theron Action Adventure Drama Fantasy
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,Gravity,Gravity Phaldut Sharma Basher Savage Amy Warren Adventure Drama Sci-Fi Thriller
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,Dante's Peak,Dante's Peak Jamie Renée Smith Grant Heslov Tzi Ma Action Adventure Thriller
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows Stephen Amell Noel Fisher Brad Garrett Action Adventure Comedy Sci-Fi
